Inhibitor	ID	DMOG_0h	DMOG_4h	DMOG_8h	DMOG_12h	DMOG_16h	DMOG_20h	DMOG_24h	DMOG_28h	DMOG_32h	DMOG_36h	DMOG_40h	DMOG_44h	DMOG_48h	DMOG_Log0h	DMOG_Log4h	DMOG_Log8h	DMOG_Log12h	DMOG_Log16h	DMOG_Log20h	DMOG_Log24h	DMOG_Log28h	DMOG_Log32h	DMOG_Log36h	DMOG_Log40h	DMOG_Log44h	DMOG_Log48h	DMOG_AUC4h	DMOG_AUC8h	DMOG_AUC12h	DMOG_AUC16h	DMOG_AUC20h	DMOG_AUC24h	DMOG_AUC28h	DMOG_AUC32h	DMOG_AUC36h	DMOG_AUC40h	DMOG_AUC44h	DMOG_AUC48h	DMOG_TotalAUC	siDMOG_0h	siDMOG_4h	siDMOG_8h	siDMOG_12h	siDMOG_16h	siDMOG_20h	siDMOG_24h	siDMOG_28h	siDMOG_32h	siDMOG_36h	siDMOG_40h	siDMOG_44h	siDMOG_48h	siDMOG_Log0h	siDMOG_Log4h	siDMOG_Log8h	siDMOG_Log12h	siDMOG_Log16h	siDMOG_Log20h	siDMOG_Log24h	siDMOG_Log28h	siDMOG_Log32h	siDMOG_Log36h	siDMOG_Log40h	siDMOG_Log44h	siDMOG_Log48h	siDMOG_AUC4h	siDMOG_AUC8h	siDMOG_AUC12h	siDMOG_AUC16h	siDMOG_AUC20h	siDMOG_AUC24h	siDMOG_AUC28h	siDMOG_AUC32h	siDMOG_AUC36h	siDMOG_AUC40h	siDMOG_AUC44h	siDMOG_AUC48h	siDMOG_TotalAUC
CC-292 (AVL-292)	TE03	0.989090737	1.023478543	0.995923916	0.896925172	0.917228847	1.020774514	1.002663757	0.963172928	0.962506897	0.953658132	0.921108192	0.945457	0.823604821	-0.004763865	0.010078742	-0.001773838	-0.047243787	-0.037522295	0.008929818	0.001155317	-0.016295733	-0.01659615	-0.020607284	-0.035689355	-0.024358218	-0.08428112	0.010629754	0.016609808	-0.098035252	-0.169532165	-0.057184953	0.020170271	-0.030280832	-0.065783765	-0.074406867	-0.112593278	-0.120095147	-0.217278677	-0.897781103	0.844467461	0.881663318	0.921916847	0.940770062	0.943401136	0.949886963	0.952831408	0.962433532	0.969957514	0.973448986	0.987373261	1.001224709	1.020674766	-0.07341708	-0.054697228	-0.035308249	-0.026516512	-0.025303605	-0.022328073	-0.020983936	-0.016629254	-0.013247288	-0.011686803	-0.005518638	0.000531559	0.008887378	-0.256228616	-0.180010953	-0.12364952	-0.103640233	-0.095263356	-0.086624017	-0.07522638	-0.059753085	-0.049868182	-0.034410882	-0.009974158	0.018837874	-1.05581151
Baricitinib	TE04	1.032923798	1.034040603	1.164898253	1.132917383	1.085634432	1.054025367	1.046241632	1.008073437	1.044539893	1.196678931	1.186994344	1.359701808	1.057128053	0.014068283	0.014537592	0.066287994	0.05419824	0.035683609	0.022851063	0.019631997	0.003492171	0.018925031	0.077977645	0.07444865	0.133443675	0.024127598	0.057211751	0.161651172	0.240972469	0.179763699	0.117069344	0.084966121	0.046248337	0.044834405	0.193805352	0.304852589	0.415784649	0.315142546	2.162302434	0.861613411	0.872979044	0.901941168	0.913803935	0.937033952	0.95700841	0.967296147	0.978016875	0.984482774	1.005725685	1.023096413	1.062758097	1.111134753	-0.06468755	-0.058996181	-0.04482179	-0.039146976	-0.028244673	-0.019084246	-0.014440542	-0.009653652	-0.006791879	0.002479542	0.009916562	0.026434422	0.045766731	-0.247367463	-0.207635943	-0.167937532	-0.134783298	-0.094657837	-0.067049576	-0.048188388	-0.03289106	-0.008624674	0.024792207	0.072701969	0.144402307	-0.767239286
BMS-754807	TE05	0.913949309	0.918176484	0.938160336	0.875501789	0.844437415	0.894881243	0.910994923	0.906287333	0.944543904	0.900141158	0.888246719	0.865928536	0.769173574	-0.039077891	-0.037073834	-0.027722932	-0.057742962	-0.073432532	-0.048234595	-0.040484043	-0.04273409	-0.024777851	-0.04568938	-0.051466388	-0.062517948	-0.113975645	-0.152303451	-0.129593533	-0.170931789	-0.262350989	-0.243334254	-0.177437276	-0.166436267	-0.135023881	-0.140934461	-0.194311536	-0.227968673	-0.352987186	-2.353613298	0.876101358	0.963418661	0.996560674	1.060205362	1.108189317	1.136591447	1.157308633	1.181908595	1.184298221	1.196072488	1.226676173	1.256645224	1.278274954	-0.057445646	-0.016184946	-0.001496255	0.025389996	0.044613959	0.055604384	0.063449193	0.072583891	0.073461077	0.077757501	0.08872993	0.099212685	0.10662428	-0.147261185	-0.035362401	0.047787483	0.140007911	0.200436686	0.238107153	0.272066167	0.292089936	0.302437156	0.332974861	0.375885229	0.411673929	2.430842924
AT9283	TE06	1.029779609	1.019821697	0.882341974	0.921860023	0.910835998	0.921974648	0.928926798	0.894972115	0.882759333	0.878010371	0.866443887	0.884098949	0.800325324	0.012744288	0.008524247	-0.05436306	-0.035335018	-0.040559814	-0.035281021	-0.032018508	-0.048190496	-0.054157682	-0.056500354	-0.062259558	-0.053499126	-0.096733441	0.042537071	-0.091677626	-0.179396157	-0.151789663	-0.151681669	-0.134599058	-0.160418008	-0.204696356	-0.221316073	-0.237519824	-0.231517367	-0.300465133	-2.022539864	0.863303834	0.893580966	0.910042165	0.939764697	0.978932663	1.004098117	1.025431215	1.031082293	1.039758892	1.042337267	1.056993794	1.070528003	1.092107633	-0.06383633	-0.048866091	-0.040938485	-0.026980874	-0.009247181	0.001776153	0.010906534	0.013293329	0.016932643	0.018008266	0.024072437	0.029598032	0.038265443	-0.225404842	-0.179609151	-0.135838717	-0.072456108	-0.014942056	0.025365372	0.048399725	0.060451944	0.069881817	0.084161406	0.107340939	0.135726949	-0.096922723
R788 (Fostamatinib) Disodium	TE07	0.945672459	0.923944334	0.97746091	0.912331471	0.914269009	0.932168742	0.985053629	0.931060668	0.845920388	0.810232281	0.785053209	0.791139463	0.7276377	-0.024259259	-0.034354193	-0.009900602	-0.039847344	-0.038926001	-0.030505464	-0.006540125	-0.031022019	-0.072670508	-0.091390458	-0.105100907	-0.101746952	-0.138084808	-0.117226905	-0.08850959	-0.099495891	-0.15754669	-0.138862931	-0.074091178	-0.075124288	-0.207385054	-0.328121931	-0.392982729	-0.413695717	-0.479663519	-2.572706423	0.789893326	0.812935832	0.816681786	0.831454859	0.842082184	0.849807297	0.858227685	0.867395878	0.905097935	0.915702438	0.944156514	0.956625992	0.986088282	-0.102431556	-0.089943734	-0.08794713	-0.080161324	-0.074645521	-0.070679544	-0.06639748	-0.061782646	-0.043304426	-0.03824563	-0.024956006	-0.019257823	-0.006084202	-0.384750578	-0.355781727	-0.336216909	-0.309613691	-0.29065013	-0.274154048	-0.256360252	-0.210174144	-0.163100111	-0.126403271	-0.088427659	-0.050684051	-2.846316571
DCC-2036 (Rebastinib)	TE08	1.034355942	1.002030783	0.947071737	0.907093861	0.861867383	0.862139684	0.846050753	0.778686346	0.771319148	0.767664258	0.745372512	0.817244886	0.774237816	0.014670014	0.000881064	-0.023617124	-0.042347772	-0.064559555	-0.064422364	-0.072603584	-0.10863744	-0.112765887	-0.114828679	-0.127626627	-0.087647788	-0.11112562	0.031102154	-0.04547212	-0.131929792	-0.213814654	-0.257963837	-0.274051895	-0.362482048	-0.442806655	-0.455189133	-0.484910613	-0.430548831	-0.397546817	-3.465614243	0.802366562	0.831941104	0.847294498	0.861086848	0.877882103	0.885119048	0.89649615	0.90712814	0.924180658	0.932728924	0.938766839	0.951766324	0.988291095	-0.095627178	-0.079907418	-0.071965614	-0.064953044	-0.056563805	-0.052998313	-0.047451571	-0.042331361	-0.034243125	-0.030244556	-0.02744226	-0.021469666	-0.005115118	-0.351069193	-0.303746063	-0.273837315	-0.243033697	-0.219124235	-0.200899768	-0.179565864	-0.153148971	-0.128975361	-0.115373631	-0.097823851	-0.053169567	-2.319767517
AZD1152-HQPA	TE09	1.022142429	1.036087818	1.038178552	1.052621214	1.053417662	1.015303558	0.985156405	0.947902889	0.925841783	0.905899668	0.890228049	0.912534099	0.820852641	0.009511416	0.015396567	0.016272052	0.022272118	0.022600596	0.006595908	-0.006494815	-0.023236153	-0.033463224	-0.0429199	-0.050498726	-0.039750898	-0.0857348	0.049815967	0.06333724	0.077088342	0.089745428	0.058393007	0.000202187	-0.059461936	-0.113398753	-0.152766246	-0.186837251	-0.180499249	-0.250971397	-0.605352661	0.90089168	0.923305509	0.93128087	0.955448976	0.993592423	1.026313739	1.083016714	1.091031764	1.095678374	1.1033661	1.110615168	1.118397274	1.125599457	-0.045327424	-0.034654573	-0.030919318	-0.019792501	-0.002791729	0.011280143	0.034635159	0.037837395	0.03968309	0.042719636	0.0455636	0.0485961	0.051383875	-0.159963994	-0.131147782	-0.101423637	-0.045168459	0.016976827	0.091830604	0.144945108	0.155040969	0.164805453	0.176566474	0.188319401	0.19995995	0.700740911
AZD4547	TE10	0.985420152	1.006407504	1.055172898	1.023009356	1.03043051	1.065767197	1.047658986	1.052978773	1.096721834	0.992980734	0.982292024	0.983639402	0.828553004	-0.006378561	0.002773866	0.023323628	0.009879606	0.013018709	0.027662349	0.020219942	0.022419616	0.04009649	-0.003059178	-0.007759382	-0.007164083	-0.081679704	-0.007209389	0.052194988	0.066406467	0.04579663	0.081362117	0.095764583	0.085279117	0.125032212	0.074074624	-0.02163712	-0.02984693	-0.177687573	0.389529726	0.925907121	0.929921813	0.932915018	0.936176008	0.938211166	0.94485724	0.95329673	0.95871011	0.962988453	0.964635499	0.971484331	0.978683927	0.988425906	-0.033432576	-0.031553565	-0.030157916	-0.028642493	-0.027699403	-0.024633805	-0.020771897	-0.018312693	-0.01637892	-0.01563676	-0.0125642	-0.009357544	-0.005055881	-0.129972282	-0.123422961	-0.117600817	-0.112683791	-0.104666415	-0.090811403	-0.078169179	-0.069383226	-0.064031361	-0.056401919	-0.043843488	-0.028826849	-1.019813691
ASP 3026	TE11	0.984966835	0.965043843	0.933798975	0.865134843	0.876994218	0.874092182	0.925677737	0.843660359	0.803709425	0.766903688	0.743277439	0.736655814	0.72401224	-0.006578392	-0.015452956	-0.029746607	-0.062916197	-0.05700327	-0.058442764	-0.033540181	-0.073832357	-0.094900939	-0.115259174	-0.128849049	-0.132735379	-0.140254092	-0.044062696	-0.090399126	-0.185325607	-0.239838933	-0.230892068	-0.183965891	-0.214745075	-0.337466591	-0.420320225	-0.488216446	-0.523168857	-0.545978942	-3.504380457	0.821298735	0.829667603	0.836800774	0.861568816	0.889797818	0.906868951	0.914665678	0.92624636	0.933845679	0.935943327	0.936674546	0.945447184	0.952316545	-0.085498846	-0.081095868	-0.077377927	-0.064710028	-0.050708664	-0.042455467	-0.038737617	-0.033273486	-0.029724886	-0.028750448	-0.028411282	-0.024362727	-0.02121867	-0.333189428	-0.31694759	-0.28417591	-0.230837384	-0.186328261	-0.162386168	-0.144022206	-0.125996744	-0.116950668	-0.114323459	-0.105548018	-0.091162796	-2.211868632
SB-242235	TE12	1.064172186	1.054728721	1.084932006	1.024994631	1.07261938	1.091927024	0.995261325	0.932143285	0.91467057	0.88793418	0.75803741	0.811546154	0.71438431	0.027011904	0.023140772	0.035402521	0.010721591	0.030445639	0.038193614	-0.002062872	-0.030517325	-0.038735294	-0.051619226	-0.120309361	-0.090686776	-0.146068092	0.100305352	0.117086587	0.092248224	0.08233446	0.137278508	0.072261485	-0.065160393	-0.138505238	-0.180709041	-0.343857174	-0.421992274	-0.473509737	-1.022219241	0.881076339	0.911919072	0.929740444	0.938595094	0.968099826	1.022477723	1.041098367	1.044185764	1.05230598	1.056800971	1.060874715	1.071982717	1.089421994	-0.054986461	-0.040043701	-0.031638277	-0.02752172	-0.014079858	0.009653855	0.017491765	0.018777768	0.022142038	0.023993204	0.025664099	0.030187784	0.037196139	-0.190060325	-0.143363956	-0.118319994	-0.083203156	-0.008852006	0.05429124	0.072539066	0.081839613	0.092270484	0.099314604	0.111703764	0.134767845	0.102927178
TAK-659 (Hydrochloride)	TF01	0.823752318	0.876104024	0.930010992	0.873464104	0.855448808	0.8536231	0.859238293	0.880436644	0.827558714	0.826179757	0.810782457	0.828449659	0.703896472	-0.08420335	-0.057444325	-0.031511918	-0.058754938	-0.067805975	-0.068733841	-0.065886376	-0.05530189	-0.082201184	-0.08292545	-0.091095657	-0.081733876	-0.152491212	-0.28329535	-0.177912487	-0.180533713	-0.253121825	-0.273079631	-0.269240435	-0.242376533	-0.275006148	-0.330253268	-0.348042214	-0.345659066	-0.468450176	-3.446970848	0.930374735	0.958360507	0.980310773	0.985228366	1.018500395	1.052410251	1.083557474	1.100483117	1.103370049	1.128601566	1.155336106	1.16796669	1.179574214	-0.031342092	-0.018471091	-0.008636225	-0.006463093	0.007961202	0.02218507	0.034851952	0.041583384	0.042721191	0.052540649	0.062708346	0.067430457	0.07172527	-0.099626366	-0.054214632	-0.030198635	0.002996218	0.060292543	0.114074044	0.152870673	0.16860915	0.190523679	0.230497989	0.260277606	0.278311454	1.274413722
AZD-3463	TF02	0.928356105	0.968215178	0.955089419	0.898852678	0.887743777	0.894969209	1.039012068	0.926118662	0.820033935	0.807319483	0.800011053	0.815086985	0.781066399	-0.032285402	-0.014028114	-0.019955966	-0.046311483	-0.051712363	-0.048191906	0.016620592	-0.033333364	-0.086168175	-0.092954567	-0.096904013	-0.088796041	-0.107312045	-0.092627032	-0.06796816	-0.132534899	-0.196047693	-0.199808539	-0.063142629	-0.033425545	-0.239003079	-0.358245483	-0.379717159	-0.371400108	-0.392216173	-2.526136498	0.975471345	1.120817943	1.16148768	1.209313641	1.235115123	1.268132742	1.341061702	1.368622395	1.37607066	1.39137178	1.399888508	1.414116254	1.430424284	-0.010785484	0.049535075	0.065014608	0.082538952	0.091707439	0.103164716	0.12744876	0.136283642	0.138640735	0.143443191	0.146093448	0.150485114	0.155464874	0.077499182	0.229099365	0.295107119	0.348492782	0.38974431	0.461226952	0.527464805	0.549848755	0.564167852	0.579073278	0.593157125	0.611899977	5.226781501
BGJ398 (NVP-BGJ398)	TF03	0.886694748	0.920487061	0.928507369	0.894307598	0.852480273	0.871580553	0.947636263	1.029784281	0.933588144	0.924004576	0.833812312	0.858947434	0.732617926	-0.052225864	-0.035982312	-0.032214645	-0.048513079	-0.069315662	-0.059692468	-0.023358329	0.012746258	-0.029844672	-0.034325878	-0.078931696	-0.066033413	-0.135122459	-0.176416352	-0.136393914	-0.161455449	-0.235657483	-0.258016261	-0.166101594	-0.021224141	-0.034196828	-0.1283411	-0.226515149	-0.28993022	-0.402311745	-2.236560235	0.887657223	0.933276208	0.937793795	0.949267902	0.961169725	0.966691048	0.976729833	0.994367351	0.994696952	1.010384263	1.029161899	1.036113688	1.045174141	-0.051754709	-0.029989805	-0.027892645	-0.022611204	-0.017199917	-0.014712303	-0.010225547	-0.002453144	-0.002309213	0.004486573	0.0124837	0.015407411	0.019188656	-0.163489028	-0.115764901	-0.101007698	-0.079622242	-0.06382444	-0.0498757	-0.025357382	-0.009524713	0.004354721	0.033940546	0.055782222	0.069192135	-0.445196482
IPI-145	TF04	0.899749291	0.911696333	0.898998307	0.871018051	0.887421746	0.898558045	0.891094009	0.88552537	0.988966782	0.825589249	0.798055515	0.807988718	0.734340553	-0.045878487	-0.040149792	-0.046241126	-0.059972845	-0.051869933	-0.046453863	-0.050076476	-0.052798992	-0.004818295	-0.083235971	-0.097966897	-0.092594703	-0.134102488	-0.172056558	-0.172781836	-0.212427941	-0.223685556	-0.196647593	-0.193060679	-0.205750936	-0.115234575	-0.176108533	-0.362405736	-0.3811232	-0.453394382	-2.864677525	0.893745792	0.916420711	0.94357671	0.954009497	0.970210939	0.978699784	0.980918443	0.984381695	0.995005599	1.019128243	1.028475718	1.035024947	1.044916869	-0.04878599	-0.037905104	-0.025222787	-0.020447302	-0.013133833	-0.009350508	-0.0083671	-0.006836471	-0.002174475	0.008228837	0.012194043	0.014950818	0.01908174	-0.173382189	-0.126255783	-0.091340178	-0.06716227	-0.044968681	-0.035435215	-0.030407141	-0.018021892	0.012108724	0.04084576	0.05428972	0.068065116	-0.41166403
CH5183284 (Debio-1347)	TF05	1.013535907	0.997816978	0.995380689	0.954713657	1.008186522	0.897519964	0.875036697	0.832470251	0.829503734	0.821192966	0.732753969	0.778884673	0.735935084	0.005839139	-0.000949111	-0.002010789	-0.020126865	0.003540887	-0.046955882	-0.057973733	-0.079631277	-0.081181655	-0.085554779	-0.135041821	-0.108526842	-0.133160493	0.009780057	-0.0059198	-0.044275308	-0.033171955	-0.08682999	-0.209859231	-0.275210021	-0.321625864	-0.333472868	-0.4411932	-0.487137325	-0.48337467	-2.712290176	0.820546645	0.842469847	0.856306137	0.867782921	0.894949919	0.941175647	0.949869841	1.006037421	0.978928997	0.956949204	0.949432771	0.925321202	0.916974942	-0.085896726	-0.074445634	-0.067370943	-0.061588902	-0.048201267	-0.026329319	-0.022335901	0.002614135	-0.009248807	-0.019111114	-0.022535782	-0.033707487	-0.037642532	-0.32068472	-0.283633155	-0.25791969	-0.219580337	-0.149061171	-0.09733044	-0.039443532	-0.013269344	-0.056719843	-0.083293793	-0.112486538	-0.142700037	-1.7761226
Ro 31-8220 Mesylate	TF06	0.93241174	0.972147484	0.998411403	1.136874941	1.294339284	1.285168877	1.142453343	1.094515009	0.966743136	0.886846417	0.890442469	0.864112041	0.798264491	-0.030392267	-0.012267843	-0.000690467	0.055712694	0.112048132	0.1089602	0.057838473	0.039221721	-0.014688903	-0.052151584	-0.050394135	-0.063429943	-0.097853189	-0.085320221	-0.025916622	0.110044453	0.335521653	0.442016664	0.333597345	0.194120388	0.049065637	-0.133680974	-0.205091438	-0.227648156	-0.322566264	0.464142465	0.945570703	0.993060011	1.032306556	1.046993139	1.072619697	1.079459112	1.083521908	1.107930888	1.116495732	1.129601529	1.136180573	1.160201261	1.171526204	-0.024305992	-0.003024506	0.013808685	0.019943836	0.030445768	0.033206197	0.034837697	0.04451267	0.047857067	0.052925272	0.055447359	0.064533333	0.068752007	-0.054660997	0.021568359	0.067505042	0.100779207	0.127303929	0.136087787	0.158700734	0.184739475	0.201564678	0.216745262	0.239961385	0.26657068	1.666865541
PF-06463922	TF07	1.175989566	1.16758357	1.03139947	0.972862283	0.950446573	0.962677411	0.941356987	0.90635864	0.894756602	0.89327785	0.905868577	0.996989633	0.901645411	0.070403468	0.067287975	0.013426904	-0.011948633	-0.022072291	-0.016519219	-0.02624565	-0.042699921	-0.048295088	-0.049013435	-0.042934805	-0.001309358	-0.044964223	0.275382887	0.161429758	0.002956541	-0.068041849	-0.077183019	-0.085529737	-0.137891141	-0.181990019	-0.194617046	-0.18389648	-0.088488325	-0.092547162	-0.670415592	0.723306384	0.76387697	0.77346652	0.782379628	0.79709435	0.809168401	0.819300363	0.845662402	0.882718115	0.902465252	0.941807493	0.987321963	1.008182675	-0.140677702	-0.116976583	-0.11155848	-0.106582466	-0.098490269	-0.091961085	-0.086556853	-0.072802978	-0.054177961	-0.044569511	-0.026037859	-0.005541202	0.00353923	-0.51530857	-0.457070127	-0.436281893	-0.410145471	-0.380902709	-0.357035876	-0.318719661	-0.253961877	-0.197494943	-0.141214739	-0.063158121	-0.004003944	-3.535297932
TWS119	TF08	1.154683593	1.138050715	1.114539847	1.023139534	1.004596883	1.053312567	1.029951995	1.006260286	1.032269004	0.935947361	0.881639814	0.875807926	0.732792375	0.062462995	0.056161616	0.0470956	0.009934866	0.001991826	0.022557266	0.012816983	0.002710333	0.013792887	-0.028748576	-0.054708806	-0.057591129	-0.135019058	0.237249222	0.206514432	0.114060932	0.023853385	0.049098184	0.070748498	0.031054632	0.033006439	-0.029911378	-0.166914763	-0.224599869	-0.385220374	-0.041060661	1.133589474	1.169695225	1.188416516	1.222211209	1.230379832	1.258056027	1.280091844	1.294087582	1.301585997	1.329301677	1.333841946	1.378022207	1.399569223	0.054455805	0.068072717	0.074968679	0.087146262	0.090039204	0.099699983	0.107241131	0.11196367	0.114472868	0.123623553	0.125104371	0.139256216	0.145994384	0.245057043	0.286082792	0.324229882	0.354370932	0.379478373	0.413882226	0.438409601	0.452873075	0.476192841	0.497455847	0.528721174	0.5705012	4.967254985
Tivantinib (ARQ 197)	TF09	1.14295742	1.126929665	1.082149916	1.028524219	1.001556837	0.998908864	1.033166268	0.96525552	0.962259651	0.929750239	0.905635876	0.92539729	0.827411478	0.058030051	0.051896811	0.03428743	0.012214523	0.0006756	-0.000474133	0.014170218	-0.015357706	-0.016707724	-0.031633701	-0.043046382	-0.033671777	-0.082278459	0.219853725	0.172368483	0.093003905	0.025780245	0.000402934	0.027392171	-0.002374975	-0.064130861	-0.096682852	-0.149360166	-0.153436317	-0.231900471	-0.159084178	0.825265734	0.830290199	0.845782031	0.859022793	0.904280703	0.888288456	0.863023721	0.86288618	0.824902534	0.81188156	0.801632729	0.783890228	0.777152147	-0.083406187	-0.080770089	-0.072741546	-0.065995313	-0.043696737	-0.051445982	-0.063977267	-0.064046487	-0.083597362	-0.090507322	-0.09602456	-0.105744749	-0.109493949	-0.328352551	-0.307023269	-0.277473717	-0.219384099	-0.190285437	-0.230846498	-0.256047508	-0.295287698	-0.34820937	-0.373063764	-0.403538618	-0.430477397	-3.659989925
PKC-412 (Midostaurin)	TF10	0.868421029	0.862911113	0.844850562	0.785849049	0.847629035	0.949340662	0.951466148	0.914062728	0.895445748	0.88542522	0.929659601	0.971256143	0.866965479	-0.061269669	-0.064033938	-0.073220103	-0.104660868	-0.071794175	-0.022577917	-0.021606659	-0.039024	-0.047960721	-0.052848112	-0.031676041	-0.012666221	-0.061998195	-0.250607213	-0.274508081	-0.355761942	-0.352910087	-0.188744185	-0.088369152	-0.121261317	-0.173969442	-0.201617667	-0.169048306	-0.088684525	-0.149328833	-2.414810748	0.887149994	0.900896675	0.919563631	0.912864284	0.894976636	0.883250657	0.863682573	0.841584082	0.826310233	0.825051331	0.810196347	0.800682475	0.838672622	-0.052002946	-0.045325016	-0.036418214	-0.039593784	-0.048188302	-0.053916031	-0.063645843	-0.074902488	-0.082856869	-0.083519031	-0.091409719	-0.096539677	-0.076407534	-0.194655924	-0.163486459	-0.152023996	-0.175564173	-0.204208666	-0.235123748	-0.277096662	-0.315518713	-0.332751799	-0.3498575	-0.375898793	-0.345894422	-3.122080855
Rigosertib (ON-01910)	TF11	0.977317377	1.01654491	1.059188184	1.037570848	1.009882099	1.012211888	0.986758661	0.949086097	1.025699664	0.9917783	0.960915856	0.820962227	0.806923696	-0.009964379	0.00712657	0.024973127	0.016017761	0.004270674	0.005271434	-0.005789053	-0.022694388	0.011020213	-0.003585398	-0.01731464	-0.085676825	-0.093167531	-0.005675618	0.064199395	0.081981777	0.04057687	0.019084215	-0.001035239	-0.056966883	-0.02334835	0.01486963	-0.041800077	-0.20598293	-0.357688711	-0.471785921	0.85778949	0.887159745	0.926204879	0.946807547	0.970450795	0.976774117	0.987020026	0.999754339	1.00832209	1.022564108	1.030430475	1.05834743	1.075653969	-0.066619279	-0.051998173	-0.033292936	-0.023738289	-0.01302648	-0.010205857	-0.005674036	-0.000106702	0.003599282	0.009690545	0.013018694	0.02462826	0.031672584	-0.237234904	-0.170582216	-0.114062449	-0.073529538	-0.046464674	-0.031759785	-0.011561476	0.006985159	0.026579653	0.045418479	0.075293908	0.112601687	-0.418316156
Vatalanib (PTK787) dihydrochloride	TF12	0.95895185	0.981332984	0.93064368	0.925284999	0.899459046	0.917761217	0.886689918	0.941608547	1.037072624	0.980469588	0.943687067	1.010684536	0.942088313	-0.018203199	-0.008183604	-0.031216568	-0.033724479	-0.046018606	-0.037270299	-0.05222823	-0.026129608	0.01580917	-0.008565873	-0.025171997	0.004615621	-0.025908384	-0.052773605	-0.078800343	-0.129882093	-0.15948617	-0.16657781	-0.178997057	-0.156715675	-0.020640876	0.014486595	-0.067475739	-0.041112752	-0.042585526	-1.080561049	0.930750101	0.95605658	0.966867467	1.00431628	0.997169811	1.041617199	1.047973485	1.053307834	1.063933844	1.076249562	1.097547342	1.115739101	1.151481942	-0.031166908	-0.019516405	-0.014633053	0.001870503	-0.001230878	0.017708142	0.020350295	0.022555314	0.026914624	0.031912988	0.040423262	0.047562653	0.061257132	-0.101366626	-0.068298915	-0.0255251	0.001279249	0.032954528	0.076116874	0.085811218	0.098939877	0.117655224	0.1446725	0.175971831	0.217639569	0.755850229
Pacritinib (SB1518)	TG01	1.018887379	1.047420763	1.228571448	1.072181304	1.172946231	1.271611376	1.327856842	1.393032386	1.420494758	1.405682225	1.350243965	1.318920229	1.226182698	0.008126183	0.020121179	0.089400418	0.03026823	0.069278104	0.104354405	0.123151256	0.143961213	0.152439635	0.147887153	0.130412245	0.120218529	0.088555184	0.056494723	0.219043194	0.239337296	0.199092668	0.347265017	0.45501132	0.534224938	0.592801697	0.600653577	0.556598796	0.501261548	0.417547426	4.719332201	0.999217916	1.014308875	1.023603702	1.029022479	1.038192924	1.049293966	1.062763871	1.090223931	1.093289605	1.071193046	1.059024439	1.043514654	1.034609014	-0.000339788	0.006170225	0.010131848	0.012424862	0.016278065	0.020897175	0.026436782	0.037515711	0.038735219	0.029867745	0.024905982	0.018498552	0.014776258	0.011660876	0.032604147	0.04511342	0.057405853	0.07435048	0.094667915	0.127904986	0.152501859	0.137205927	0.109547454	0.086809069	0.06654962	0.996321606
Azd6738	TG02	1.111632078	1.156616677	0.948321096	0.739956809	0.818925084	0.815185788	0.829285063	0.773565554	0.781763587	0.855742434	0.872949613	0.974603926	0.856990605	0.045961071	0.06318945	-0.023044588	-0.130793629	-0.086755826	-0.0887434	-0.081296157	-0.111502877	-0.106924562	-0.067656932	-0.059010823	-0.011171843	-0.067023939	0.218301041	0.080289724	-0.307676435	-0.43509891	-0.350998453	-0.340079115	-0.385598068	-0.436854878	-0.349162988	-0.25333551	-0.140365333	-0.156391565	-2.856970492	1.049029566	1.061201183	1.082867473	1.091201414	1.131710413	1.154638013	1.185812005	1.198958374	1.204567893	1.230446841	1.238511957	1.247246986	1.292806152	0.020787729	0.025797725	0.034575309	0.03790492	0.053735312	0.062445851	0.074015843	0.078804105	0.080831283	0.090062856	0.092900204	0.095952463	0.11153341	0.093170908	0.120746068	0.144960457	0.183280464	0.232362326	0.272923388	0.305639896	0.319270777	0.341788278	0.365926119	0.377705334	0.414971746	3.172745762
LEE011	TG03	0.886346192	0.898467099	1.0140898	0.976677952	0.970189597	0.967767919	0.950917868	1.10149573	1.255676506	1.053757864	0.953362336	0.940018692	0.847713476	-0.052396617	-0.046497822	0.006076414	-0.010248616	-0.013143386	-0.014228779	-0.021856992	0.041982818	0.098877769	0.022740829	-0.02074201	-0.02686351	-0.071750913	-0.197788877	-0.080842814	-0.008344403	-0.046784005	-0.05474433	-0.072171541	0.040251652	0.281721173	0.243237195	0.003997638	-0.09521104	-0.197228847	-0.183908201	0.891472253	0.977320233	1.050470689	1.129945537	1.150992272	1.162808735	1.17922367	1.185991123	1.202553716	1.227598616	1.235256548	1.249950998	1.266265269	-0.04989217	-0.00996311	0.021383939	0.053057511	0.061072408	0.065508286	0.071596188	0.074081438	0.080104485	0.08905639	0.091757165	0.096892988	0.102524695	-0.11971056	0.022841658	0.1488829	0.228259838	0.253161386	0.274208947	0.291355253	0.308371846	0.33832175	0.36162711	0.377300305	0.398835366	2.883455798
